rank,parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,use_class_weight,True,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6401117801951729,0.11729018720485106,0.6008185161131334,0.7183773632462456,15.012614363744095,0.0035953915287757774,0.08241834452870624,0.25977325439453125,68098.0,0.0,146.09326171875,0.41869839595610614,0.6100321137426812,7.12037037037037,17.12037037037037
2,use_class_weight,False,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,False,42,0.6347289944781546,0.11429787747991976,0.5942960253145045,0.7115768640789265,15.12938268496213,0.00363762599914076,0.08338122062138008,0.25977325439453125,68098.0,0.0006510416666666666,146.0927734375,0.41302939409841244,0.6114027657258659,7.268518518518518,17.26851851851852
