parameter_name,parameter_value,n_neighbors,weights,metric,p,csp_components,fold,subject,accuracy,f1_score,roc_auc
weights,distance,5,distance,minkowski,2,6,36,36,0.4090909090909091,0.4583333333333333,0.42355371900826444
weights,distance,5,distance,minkowski,2,6,37,37,0.5111111111111111,0.0,0.4051383399209486
weights,distance,5,distance,minkowski,2,6,38,38,0.5333333333333333,0.4,0.4565217391304348
weights,distance,5,distance,minkowski,2,6,39,39,0.38636363636363635,0.4489795918367347,0.40165631469979296
weights,distance,5,distance,minkowski,2,6,40,40,0.5555555555555556,0.5833333333333334,0.48611111111111116
weights,distance,5,distance,minkowski,2,6,41,41,0.5777777777777777,0.5365853658536586,0.6329365079365079
weights,distance,5,distance,minkowski,2,6,42,42,0.7777777777777778,0.7916666666666666,0.8656126482213439
weights,distance,5,distance,minkowski,2,6,43,43,0.6,0.5714285714285714,0.624505928853755
weights,distance,5,distance,minkowski,2,6,44,44,0.4827586206896552,0.4444444444444444,0.5738095238095239
weights,distance,5,distance,minkowski,2,6,45,45,0.6,0.5714285714285714,0.5889328063241106
weights,distance,5,distance,minkowski,2,6,46,46,0.4888888888888889,0.5306122448979592,0.47332015810276684
weights,distance,5,distance,minkowski,2,6,47,47,0.5555555555555556,0.6153846153846154,0.5505952380952381
weights,distance,5,distance,minkowski,2,6,48,48,0.5882352941176471,0.631578947368421,0.6000000000000001
weights,distance,5,distance,minkowski,2,6,49,49,0.8,0.7804878048780488,0.8537549407114624
weights,distance,5,distance,minkowski,2,6,50,50,0.6,0.6785714285714286,0.7430830039525691
weights,distance,5,distance,minkowski,2,6,51,51,0.4666666666666667,0.0,0.3472222222222222
weights,distance,5,distance,minkowski,2,6,52,52,0.6585365853658537,0.5882352941176471,0.6770334928229665
weights,distance,5,distance,minkowski,2,6,53,53,0.4883720930232558,0.42105263157894735,0.5487012987012987
weights,distance,5,distance,minkowski,2,6,54,54,0.6410256410256411,0.6818181818181818,0.7758152173913043
weights,distance,5,distance,minkowski,2,6,55,55,0.6444444444444445,0.5789473684210527,0.8043478260869565
weights,distance,5,distance,minkowski,2,6,56,56,0.7045454545454546,0.6666666666666666,0.7272727272727272
weights,distance,5,distance,minkowski,2,6,57,57,0.6,0.6086956521739131,0.6527777777777778
weights,distance,5,distance,minkowski,2,6,58,58,0.5777777777777777,0.4864864864864865,0.4880952380952381
weights,distance,5,distance,minkowski,2,6,59,59,0.4222222222222222,0.23529411764705882,0.3869047619047619
weights,distance,5,distance,minkowski,2,6,60,60,0.7272727272727273,0.7,0.8202479338842975
weights,distance,5,distance,minkowski,2,6,61,61,0.6976744186046512,0.6285714285714286,0.8225108225108225
weights,distance,5,distance,minkowski,2,6,62,62,0.8,0.7428571428571429,0.7845849802371541
weights,distance,5,distance,minkowski,2,6,63,63,0.5348837209302325,0.16666666666666666,0.5476190476190477
