parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,0.6095774424721012,0.12753547684904265,0.5157861396534096,0.7011134902886652
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,0.6156728651809256,0.13289445885599252,0.532983001422348,0.7195139501770003
coef0,1.0,poly,1.0,scale,3,1.0,balanced,6,0.6162343612921475,0.13233488789872444,0.5244565253546816,0.7152932275695544
coef0,2.0,poly,1.0,scale,3,2.0,balanced,6,0.6157659063473938,0.13167435341620543,0.5165222237281307,0.712076454882412
