parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,76,76,0.6,0.5909090909090909,0.6284584980237155
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,77,77,0.5111111111111111,0.5769230769230769,0.5813492063492064
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,78,78,0.4444444444444444,0.5614035087719298,0.5375494071146245
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,79,79,0.675,0.5517241379310345,0.68
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,80,80,0.5111111111111111,0.0,0.658102766798419
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,81,81,0.4888888888888889,0.0,0.5276679841897234
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,82,82,0.5333333333333333,0.676923076923077,0.7529644268774703
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,83,83,0.5526315789473685,0.19047619047619047,0.8698060941828255
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,84,84,0.6818181818181818,0.6666666666666666,0.7163561076604555
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,85,85,0.5681818181818182,0.6885245901639344,0.9544513457556936
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,86,86,0.5909090909090909,0.35714285714285715,0.8799171842650103
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,87,87,0.5111111111111111,0.6451612903225806,0.5711462450592886
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,88,88,0.5454545454545454,0.2857142857142857,0.5965608465608466
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,89,89,0.6222222222222222,0.6909090909090909,0.6825396825396826
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,90,90,0.5111111111111111,0.45,0.5434782608695652
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,91,91,0.4772727272727273,0.6461538461538462,0.7747933884297521
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,92,92,0.5714285714285714,0.3684210526315789,0.7000000000000001
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,93,93,0.8,0.7567567567567568,0.9288537549407114
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,94,94,0.8863636363636364,0.9019607843137255,0.9875776397515529
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,95,95,0.39285714285714285,0.5405405405405406,0.625
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,96,96,0.47619047619047616,0.6451612903225806,0.5192743764172335
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,97,97,0.5,0.0,0.609504132231405
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,98,98,0.4888888888888889,0.6349206349206349,0.5553359683794467
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,99,99,0.46511627906976744,0.3783783783783784,0.5735930735930735
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,100,100,0.5555555555555556,0.5294117647058824,0.54320987654321
