parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
degree,2,poly,1.0,scale,2,0.0,balanced,6,0.5285249157324626,0.10269761972711366,0.29876819775723235,0.5386293802957725
degree,3,poly,1.0,scale,3,0.0,balanced,6,0.6095774424721012,0.12753547684904265,0.5157861396534096,0.7011134902886652
degree,4,poly,1.0,scale,4,0.0,balanced,6,0.5279700104960564,0.08936907534739255,0.19894665084139276,0.5377598174036413
degree,5,poly,1.0,scale,5,0.0,balanced,6,0.5633033608427218,0.10873863554744119,0.2650370574615589,0.6894272577299373
