parameter_name,parameter_value,criterion,max_depth,min_samples_split,min_samples_leaf,class_weight,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
min_samples_split,2,gini,5,2,5,balanced,6,0.5657964191444042,0.09372279837066252,0.40755055439161714,0.5880229965856175
min_samples_split,5,gini,5,5,5,balanced,6,0.5657964191444042,0.09372279837066252,0.40755055439161714,0.5880229965856175
min_samples_split,10,gini,5,10,5,balanced,6,0.5657964191444042,0.09372279837066252,0.40755055439161714,0.5880229965856175
min_samples_split,20,gini,5,20,5,balanced,6,0.5650763140929282,0.09405904264976289,0.40738570190498324,0.5869689060303438
