parameter_name,parameter_value,penalty,C,solver,class_weight,l1_ratio,csp_components,mean_accuracy,std_accuracy,mean_f1,mean_auc
penalty,l1,l1,1.0,liblinear,balanced,,6,0.6217621004581231,0.13543776975272953,0.5788601959951252,0.7242466954605775
penalty,l2,l2,1.0,liblinear,balanced,,6,0.6224110399959515,0.1355277857374389,0.5795126948876859,0.7246212823710776
