rank,parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,mean_accuracy,std_accuracy,mean_f1,mean_auc,mean_train_time_sec,mean_inference_time_sec,mean_inference_ms_per_sample,mean_model_size_mb,mean_num_parameters,mean_train_memory_delta_mb,mean_peak_gpu_memory_mb,mean_final_train_loss,mean_best_val_loss,mean_best_epoch,mean_stopped_epoch
1,lr_scheduler_patience,5,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,5,0.5,True,42,0.6347672766361764,0.11446464609585585,0.6094666781717302,0.718836762782419,22.832199290461613,0.004790901783659744,0.10995822476615577,0.25977325439453125,68098.0,0.0,146.09326171875,0.4137004035011929,0.6105958614636351,7.2592592592592595,17.25925925925926
2,lr_scheduler_patience,8,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,8,0.5,True,42,0.6327440609630199,0.11498032468313318,0.6098199821542976,0.7130512824210596,22.568915496502154,0.0047208811474438,0.10830456531853479,0.25977325439453125,68098.0,0.0,146.09326171875,0.41749526186074465,0.6121268450477977,7.175925925925926,17.175925925925927
3,lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,0.6301117552953956,0.12569399318457947,0.5953513221272239,0.7070812974470833,23.06518597627938,0.004741099396832632,0.10849097987857534,0.25977325439453125,68098.0,0.0,146.09326171875,0.4026417206726432,0.6117753715610799,7.537037037037037,17.537037037037038
