parameter_name,parameter_value,d_model,nhead,num_layers,dim_feedforward,dropout_rate,learning_rate,batch_size,epochs,weight_decay,validation_fraction,early_stopping_patience,lr_scheduler_patience,lr_scheduler_factor,use_class_weight,seed,fold,subject,accuracy,f1_score,roc_auc,support,train_time_sec,inference_time_sec,inference_ms_per_sample,model_size_mb,num_parameters,train_memory_delta_mb,peak_gpu_memory_mb,final_train_loss,best_train_loss,best_val_loss,best_epoch,stopped_epoch
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,1,1,0.6888888888888889,0.6666666666666666,0.7351778656126483,45,19.699172990978695,0.00511888402979821,0.11375297843996021,0.25977325439453125,68098,0.0,146.09326171875,0.45400864788980194,0.6225072344144186,0.5840882857640585,5,15
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,2,2,0.7555555555555555,0.717948717948718,0.8715415019762845,45,21.07242228096584,0.0048282049829140306,0.10729344406475623,0.25977325439453125,68098,0.0,146.09326171875,0.4498702825018854,0.6093281189149077,0.5736451824506124,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,3,3,0.4444444444444444,0.5098039215686274,0.46837944664031617,45,21.01351328502642,0.00458941695978865,0.1019870435508589,0.25977325439453125,68098,0.0,146.09326171875,0.42453264896616794,0.6135472659811829,0.5765532294909159,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,4,4,0.5111111111111111,0.6666666666666666,0.7075098814229249,45,18.4513798590051,0.0048260390176437795,0.10724531150319509,0.25977325439453125,68098,0.0,146.09326171875,0.46664141299146594,0.6241573065970883,0.5834747234980265,4,14
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,5,5,0.5555555555555556,0.6296296296296297,0.5515873015873016,45,23.631402397993952,0.004527956014499068,0.10062124476664595,0.25977325439453125,68098,0.0,146.09326171875,0.36675450115492847,0.6007134993419503,0.6140597681204478,8,18
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,6,6,0.5555555555555556,0.37499999999999994,0.5515873015873015,45,20.980169928981923,0.004824611009098589,0.10721357797996867,0.25977325439453125,68098,0.0,146.09326171875,0.43076585515430477,0.6123434400016611,0.5993523637453715,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,7,7,0.9111111111111111,0.9130434782608695,0.9782608695652175,45,23.662164968030993,0.0046224340330809355,0.10272075629068746,0.25977325439453125,68098,0.0,146.09326171875,0.37445593851082254,0.5976643036260749,0.5810040215651194,8,18
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,8,8,0.5777777777777777,0.5777777777777778,0.6205533596837944,45,23.636179302004166,0.004667137051001191,0.10371415668891536,0.25977325439453125,68098,0.0,146.09326171875,0.3727029252684478,0.5953050061608806,0.5962668180465698,8,18
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,9,9,0.6888888888888889,0.588235294117647,0.7023809523809523,45,25.00150096800644,0.004611830983776599,0.10248513297281332,0.25977325439453125,68098,0.0,146.09326171875,0.4005395741851041,0.5926956949811993,0.5914340337117513,9,19
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,10,10,0.6666666666666666,0.6511627906976744,0.7341269841269842,45,26.260405126027763,0.004834274994209409,0.10742833320465353,0.25977325439453125,68098,0.0,146.09326171875,0.36292933130806143,0.5791469834970705,0.6049227714538574,10,20
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,11,11,0.37777777777777777,0.41666666666666663,0.42490118577075103,45,24.962342378043104,0.004828136006835848,0.10729191126301885,0.25977325439453125,68098,0.0,146.09326171875,0.34615145285021176,0.5987361364743926,0.583200075229009,9,19
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,12,12,0.5333333333333333,0.6557377049180328,0.625,45,21.011773794016335,0.0047909850254654884,0.10646633389923307,0.25977325439453125,68098,0.0,146.09326171875,0.4345862065075022,0.6093663720018936,0.6022367040316264,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,13,13,0.7428571428571429,0.7272727272727272,0.8267973856209151,35,21.149789732997306,0.004410782945342362,0.12602236986692464,0.25977325439453125,68098,0.0,146.09326171875,0.4205700428874204,0.6073732789267193,0.6044590473175049,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,14,14,0.6444444444444445,0.68,0.6739130434782609,45,21.054656689986587,0.005203257955145091,0.11562795455877979,0.25977325439453125,68098,0.0,146.09326171875,0.4247760811086857,0.6152638727516839,0.6163362960020701,6,16
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,15,15,0.6444444444444445,0.7241379310344828,0.9209486166007906,45,22.36843037599465,0.004639096965547651,0.10309104367883669,0.25977325439453125,68098,0.0,146.09326171875,0.4027204138763023,0.6040932619661996,0.5965729057788849,7,17
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,16,16,0.7555555555555555,0.7924528301886793,0.816205533596838,45,22.319078453001566,0.004850715980865061,0.10779368846366802,0.25977325439453125,68098,0.0,146.09326171875,0.4132437211546031,0.6042338092670296,0.5998310426870982,7,17
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,17,17,0.47619047619047616,0.26666666666666666,0.6090909090909091,42,22.33516321098432,0.005002552003134042,0.11910838102700101,0.25977325439453125,68098,0.0,146.09326171875,0.4142783012128238,0.6077542262095393,0.6198205391565959,7,17
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,18,18,0.4888888888888889,0.46511627906976744,0.517786561264822,45,19.65527473797556,0.005040968011599034,0.11202151136886743,0.25977325439453125,68098,0.0,146.09326171875,0.459772348855481,0.6170486457871668,0.5988732516765595,5,15
lr_scheduler_patience,3,64,4,2,128,0.1,0.001,32,75,0.0,0.1,10,3,0.5,True,42,19,19,0.6888888888888889,0.7307692307692307,0.7905138339920948,45,27.597705346008297,0.00481608702102676,0.1070241560228169,0.25977325439453125,68098,0.0,146.09326171875,0.3971365076122862,0.5621619868007574,0.6035781065622966,11,21
